"tank","species","length_µm","length_mm","treatment","temperature","estimate_a","estimate_b","DW_mg","DW_µg","B_µg","B_mg.m2"
"B2","A_o",9790.336,9.790336,"3HW","25",-1.69,2.6,7.69261064984807,7692.61064984807,2532.40742592999,1.65516825224182
"B2","A_o",3623.535,3.623535,"3HW","25",-1.69,2.6,0.580422711151464,580.422711151464,191.075156511062,0.124885723209844
"B2","A_o",5107.845,5.107845,"3HW","25",-1.69,2.6,1.41715725934789,1417.15725934789,466.528169777326,0.304920372403481
"B2","A_o",7052.218,7.052218,"3HW","25",-1.69,2.6,3.27828642261832,3278.28642261832,1079.21189032595,0.705367248579053
"B2","A_o",6810.249,6.810249,"3HW","25",-1.69,2.6,2.9938068441403,2993.8068441403,985.561213090988,0.644157655615025
"B2","A_o",9733.574,9.733574,"3HW","25",-1.69,2.6,7.57718814184632,7577.18814184632,2494.41033629581,1.63033355313452
"B2","A_o",5344.495,5.344495,"3HW","25",-1.69,2.6,1.59425341252986,1594.25341252986,524.82822340483,0.343024982617536
"B2","A_o",7366.293,7.366293,"3HW","25",-1.69,2.6,3.67153245935082,3671.53245935082,1208.66848561829,0.789979402364896
"B2","A_o",8824.542,8.824542,"3HW","25",-1.69,2.6,5.8721839756511,5872.1839756511,1933.12296478434,1.26347906195055
"B2","A_o",8915.904,8.915904,"3HW","25",-1.69,2.6,6.03156479320026,6031.56479320025,1985.59112992152,1.29777198034087
"B2","A_o",7106.598,7.106598,"3HW","25",-1.69,2.6,3.34441796987903,3344.41796987903,1100.98239568418,0.719596337048481
"B2","A_o",4992.689,4.992689,"3HW","25",-1.69,2.6,1.33557947723659,1335.57947723659,439.672763906285,0.287367819546591
"B2","A_o",5998.159,5.998159,"3HW","25",-1.69,2.6,2.15202212579642,2152.02212579642,708.44568381218,0.463036394648484
"B2","A_o",9365.919,9.365919,"3HW","25",-1.69,2.6,6.85537211404511,6855.37211404511,2256.78849994365,1.47502516336186
"B2","A_o",4870.554,4.870554,"3HW","25",-1.69,2.6,1.25228662788258,1252.28662788258,412.252757898946,0.269446246992775
"B2","A_o",7336.517,7.336517,"3HW","25",-1.69,2.6,3.63307039875877,3633.07039875877,1196.00677527139,0.781703774687181
"B2","A_o",6146.521,6.146521,"3HW","25",-1.69,2.6,2.29317057981478,2293.17057981478,754.911754875024,0.49340637573531
"B2","A_o",6201.771,6.201771,"3HW","25",-1.69,2.6,2.34715022846774,2347.15022846774,772.681855211581,0.505020820399726
"B2","A_o",9806.989,9.806989,"3HW","25",-1.69,2.6,7.72667756109757,7726.67756109757,2543.62225311332,1.66249820464923
"B2","A_o",10708.509,10.708509,"3HW","25",-1.69,2.6,9.71170351791099,9711.70351791099,3197.0927980963,2.08960313601065
"B2","A_o",4952.753,4.952753,"3HW","25",-1.69,2.6,1.30798071650115,1307.98071650115,430.587251872177,0.281429576387044
"B2","A_o",6696.088,6.696088,"3HW","25",-1.69,2.6,2.8650684124013,2865.0684124013,943.180521362506,0.616457857099677
"B2","A_o",10239.94,10.23994,"3HW","25",-1.69,2.6,8.64516469119364,8645.16469119364,2845.98821634095,1.86012301721631
"B2","A_o",8037.511,8.037511,"3HW","25",-1.69,2.6,4.6059170127194,4605.9170127194,1516.26788058723,0.991024758553743
"B2","A_o",4650.842,4.650842,"3HW","25",-1.69,2.6,1.11066253637269,1110.66253637269,365.63010697389,0.238973926126725
"B2","A_o",7210.071,7.210071,"3HW","25",-1.69,2.6,3.47250442316282,3472.50442316282,1143.1484561052,0.74715585366353
"B2","A_o",8128.42,8.12842,"3HW","25",-1.69,2.6,4.74259405945512,4742.59405945512,1561.26196437262,1.0204326564527
"B2","A_o",12889.177,12.889177,"3HW","25",-1.69,2.6,15.7248129423605,15724.8129423605,5176.60842062507,3.38340419648697
"B2","A_o",5990.383,5.990383,"3HW","25",-1.69,2.6,2.14477596734302,2144.77596734302,706.060248449321,0.461477286568184
"C1","A_o",10838.977845209,10.838977845209,"1HW","25",-1.69,2.6,10.0223520599464,10022.3520599464,3125.97160749727,2.04311869771063
"C1","I_o",4918.314,4.918314,"1HW","25",-1.77,2.51,0.925675549177892,925.675549177892,278.628340302545,0.182110026341533
"C1","G_h",3777.46,3.77746,"1HW","25",0.19,2.34,34.7254358740706,34725.4358740706,1510.84815418341,0.987482453714649
"C1","A_o",16525.9177300921,16.5259177300921,"1HW","25",-1.69,2.6,30.0075490493509,30007.5490493509,9359.35454849255,6.11722519509317
"C1","I_o",9815.17,9.81517,"1HW","25",-1.77,2.51,5.24401038834811,5244.01038834811,1578.44712689278,1.03166478881881
"C1","G_h",4401.941,4.401941,"1HW","25",0.19,2.34,49.6738096258101,49673.8096258101,2161.2279787236,1.41256730635529
"C1","A_o",18597.4598352411,18.5974598352411,"1HW","25",-1.69,2.6,40.792416811297,40792.416811297,12723.1548034435,8.31578745323107
"C1","I_o",8434.726,8.434726,"1HW","25",-1.77,2.51,3.58457901341681,3584.57901341681,1078.95828303846,0.705201492181999
"C1","G_h",4456.68,4.45668,"1HW","25",0.19,2.34,51.1312956014003,51131.2956014003,2224.64086154397,1.45401363499606
"C1","A_o",20371.033134365,20.371033134365,"1HW","25",-1.69,2.6,51.6932626113828,51693.2626113828,16123.1286084903,10.5379925545688
"C1","I_o",8338.585,8.338585,"1HW","25",-1.77,2.51,3.4829065651194,3482.9065651194,1048.35487610094,0.68519926542545
"C1","G_h",5618.289,5.618289,"1HW","25",0.19,2.34,87.9171367904468,87917.1367904468,3825.13395433347,2.50008755185194
"C1","A_o",18267.3778728265,18.2673778728265,"1HW","25",-1.69,2.6,38.9366113839212,38936.6113839212,12144.329090645,7.93746999388564
"C1","I_o",10966.805,10.966805,"1HW","25",-1.77,2.51,6.92789193432411,6927.89193432412,2085.29547223156,1.36293821714481
"C1","G_h",3526.363,3.526363,"1HW","25",0.19,2.34,29.5627763335704,29562.7763335704,1286.22909783152,0.840672612961775
"C1","A_o",23213.7706330957,23.2137706330957,"1HW","25",-1.69,2.6,72.6003628799306,72600.3628799306,22644.0531822504,14.8000347596408
"C1","I_o",5938.08,5.93808,"1HW","25",-1.77,2.51,1.48542788068004,1485.42788068004,447.113792084691,0.292231236656661
"C1","G_h",4004.163,4.004163,"1HW","25",0.19,2.34,39.7994885326813,39799.4885326813,1731.61206687531,1.13177259272896
"C1","A_o",23978.131745171,23.978131745171,"1HW","25",-1.69,2.6,78.9805019173681,78980.5019173681,24634.0185480271,16.1006657176648
"C1","I_o",6180.719,6.180719,"1HW","25",-1.77,2.51,1.64250949279412,1642.50949279412,494.395357331029,0.323134220477797
"C1","G_h",1423.393,1.423393,"1HW","25",0.19,2.34,3.53818137601426,3538.18137601426,153.940610580179,0.10061477815698
"C1","A_o",15527.2705956694,15.5272705956694,"1HW","25",-1.69,2.6,25.5180401310446,25518.0401310446,7959.0767168728,5.20201092606065
"C1","I_o",6565.589,6.565589,"1HW","25",-1.77,2.51,1.91142371030371,1911.42371030371,575.338536801418,0.376038259347332
"C1","G_h",2480.779,2.480779,"1HW","25",0.19,2.34,12.9818354496354,12981.8354496354,564.818889476918,0.369162672860731
"C1","A_o",15571.4104585357,15.5714104585357,"1HW","25",-1.69,2.6,25.7070757427174,25707.0757427174,8018.03692415356,5.2405470092507
"C1","I_o",5091.741,5.091741,"1HW","25",-1.77,2.51,1.00979780910328,1009.79780910328,303.949140540087,0.198659568980449
