Date/Time;Depth water [m];Species;Group;Samp type;Size;Ind No [#];Samp m [mg];δ13C [‰ PDB]_new;δ15N [‰ air]_new;δ13C [‰ PDB]_wrong;δ15N [‰ air]_wrong;δ34S [‰ CDT];C/N;N [mg];C [mg];S [mg];Temp [°C];Sal
30.08.11;43;Cryptocelides loveni;Platyhelminthes ;whole individual;<5 mm;12;0.05520;-18.692;9.033;9.033;-18.692;12.022;7.023;0.010796;0.064992;0.000961;151;169
15.09.11;19;Cryptocelides loveni;Platyhelminthes ;whole individual;<5 mm;5;0.06180;-17.389;8.369;8.369;-17.389;15.584;5.057;0.004797;0.020789;0.000924;150;174
29.09.11;52;Cryptocelides loveni;Platyhelminthes ;whole individual;8 mm;1;0.05630;-17.078;7.972;7.972;-17.078;18.888;6.826;0.003290;0.019246;0.001019;150;181
07.07.11;23;Cyclopterus lumpus;Platyhelminthes ;muscle tissue;21 mm;1;0.05200;-20.699;10.059;10.059;-20.699;16.847;4.551;0.005561;0.021690;0.014827;174;152
15.09.11;19;Cyclopterus lumpus;Platyhelminthes ;muscle tissue;<18 mm;3;0.05840;-18.318;10.704;10.704;-18.318;15.953;4.589;0.006983;0.027467;0.000895;150;174
07.07.11;23;Cyclopterus lumpus;Platyhelminthes ;muscle tissue;29 mm;1;0.06270;-18.414;10.746;10.746;-18.414;13.661;5.655;0.004764;0.023090;0.000423;174;152
07.07.11;23;Cyclopterus lumpus;Platyhelminthes ;muscle tissue;39 mm;1;0.06520;-18.878;8.048;8.048;-18.878;14.112;6.548;0.004649;0.026093;0.000612;174;152
29.09.11;52;Cyclopterus lumpus;Platyhelminthes ;muscle tissue;19 mm;1;0.05520;-18.817;11.181;11.181;-18.817;15.868;5.245;0.006327;0.028443;0.000995;150;181
29.09.11;52;Cyclopterus lumpus;Platyhelminthes ;muscle tissue;34 mm;1;0.06390;-18.659;10.742;10.742;-18.659;15.420;4.629;0.005262;0.020880;0.000865;150;181
29.09.11;52;Cyclopterus lumpus;Platyhelminthes ;muscle tissue;25 mm;1;0.06170;-19.114;9.980;9.980;-19.114;13.965;5.161;0.005509;0.024368;0.000783;150;181
19.05.11;22;Dexamine spinosa;Amphipod ;whole individual;15 mm;1;0.05190;-19.140;9.883;9.883;-19.140;15.531;4.434;0.006007;0.022830;0.000507;120;131
15.09.11;19;Diastylis rathkei;Malocostraca ;whole individual;12 mm;1;0.05800;-18.763;8.085;8.085;-18.763;16.445;6.274;0.002912;0.015661;0.000463;150;174
23.06.11;24;Edwardsia longicornis;Cnidaria ;whole individual;<12 mm;3;0.05070;-21.858;8.746;8.746;-21.858;11.578;4.188;0.005484;0.019688;0.015453;151;162
04.08.11;18;Edwardsia longicornis;Cnidaria ;whole individual;<15 mm;1;0.05250;-21.683;7.639;7.639;-21.683;8.130;4.653;0.004470;0.017828;0.000535;187;137
07.07.11;23;Edwardsia longicornis;Cnidaria ;whole individual;<10 mm;7;0.05480;-21.741;8.634;8.634;-21.741;9.582;4.926;0.004753;0.020069;0.009060;174;152
05.05.11;40;Edwardsia longicornis;Cnidaria ;whole individual;10 mm;1;0.05590;-21.225;8.494;8.494;-21.225;12.152;4.371;0.004619;0.017303;0.012950;99;171
23.06.11;24;Edwardsia longicornis;Cnidaria ;whole individual;15 - 20 mm;5;0.06020;-23.561;7.295;7.295;-23.561;17.665;4.271;0.007283;0.026664;0.000792;151;162
04.08.11;18;Ensis siliqua;Bivalvia;muscle tissue;128 mm;1;0.05980;-16.265;7.512;7.512;-16.265;6.981;4.623;0.003656;0.014488;0.000479;187;137
09.06.11;26;Epihytes;Primary prodcucers;;;;0.25070;-14.540;7.439;-14.540;7.439;15.480;8.380;0.003918;0.030976;;156;155
09.06.11;26;Epihytes;Primary prodcucers;;;;0.25370;-12.566;8.293;-12.566;8.293;14.954;9.742;0.003879;0.031019;;156;155
23.06.11;24;Epihytes;Primary prodcucers;;;;0.25670;-14.023;8.011;-14.023;8.011;14.564;11.297;0.003226;0.032089;0.005781;151;162
23.06.11;24;Epihytes;Primary prodcucers;;;;0.25830;-12.175;6.929;-12.175;6.929;16.135;10.232;0.003226;0.032089;0.005781;151;162
22.03.11;65;Epihytes;Primary prodcucers;;;;0.26000;-15.073;6.729;-15.073;6.729;10.057;8.359;0.004322;0.030965;0.000476;22;149
07.04.11;44;Epihytes;Primary prodcucers;;;;0.26080;-15.141;5.889;-15.141;5.889;12.749;8.328;0.004215;0.030089;0.005781;48;164
08.03.11;50;Epihytes;Primary prodcucers;;;;0.26170;-14.083;5.889;-14.083;5.889;13.581;7.716;0.004297;0.028422;0.007015;12;132
08.03.11;50;Epihytes;Primary prodcucers;;;;0.26270;-15.678;6.148;-15.678;6.148;12.984;8.123;0.004493;0.031283;0.008203;12;132
22.03.11;65;Epihytes;Primary prodcucers;;;;0.26380;-14.083;5.189;-14.083;5.189;13.511;9.565;0.003866;0.031693;0.002509;22;149
19.05.11;22;Epihytes;Primary prodcucers;;;;0.26450;-16.354;7.055;-16.354;7.055;12.098;11.470;0.003226;0.032089;0.005781;120;131
19.05.11;22;Epihytes;Primary prodcucers;;;;0.26450;-15.187;8.310;-15.187;8.310;13.895;9.651;0.003961;0.030955;;120;131
21.07.11;26;Epihytes;Primary prodcucers;;;;0.27090;-14.875;7.098;-14.875;7.098;15.325;10.450;0.003226;0.032089;0.005781;177;138
21.07.11;26;Epihytes;Primary prodcucers;;;;0.27170;-15.933;8.180;-15.933;8.180;13.896;9.985;0.003379;0.031842;;177;138
07.04.11;44;Epihytes;Primary prodcucers;;;;0.28010;-16.075;7.765;-16.075;7.765;10.896;8.854;0.003981;0.030214;0.002341;48;164
21.04.11;67;Epihytes;Primary prodcucers;;;;0.25220;-14.985;6.198;-14.985;6.198;10.749;9.084;0.004090;0.031849;;71;165
21.04.11;67;Epihytes;Primary prodcucers;;;;0.25520;-15.979;7.193;-15.979;7.193;11.975;8.465;0.004378;0.031762;;71;165
05.05.11;40;Epihytes;Primary prodcucers;;;;0.25750;-16.272;7.709;-16.272;7.709;10.938;7.923;0.004502;0.030576;;99;171
05.05.11;40;Epihytes;Primary prodcucers;;;;0.25920;-16.239;8.442;-16.239;8.442;10.939;8.789;0.004129;0.030498;;99;171
07.07.11;23;Epihytes;Primary prodcucers;;;;0.26040;-12.047;7.433;-12.047;7.433;16.666;4.490;0.003642;0.031425;;174;152
07.07.11;23;Epihytes;Primary prodcucers;;;;0.26130;-13.423;6.300;-13.423;6.300;15.387;7.470;0.003578;0.031519;;174;152
04.08.11;18;Epihytes;Primary prodcucers;;;;0.26220;-15.060;6.911;-15.060;6.911;13.226;10.559;0.003226;0.032089;0.005781;187;137
04.08.11;18;Epihytes;Primary prodcucers;;;;0.26330;-19.120;8.803;-19.120;8.803;11.647;11.032;0.003410;0.031793;;187;137
18.08.11;24;Epihytes;Primary prodcucers;;;;0.26420;-15.984;7.002;-15.984;7.002;12.972;12.185;0.003364;0.031866;;170;148
18.08.11;24;Epihytes;Primary prodcucers;;;;0.26450;-16.655;5.720;-16.655;5.720;11.654;11.325;0.003321;0.031936;;170;148
30.08.11;43;Epihytes;Primary prodcucers;;;;0.26770;-14.532;7.707;-14.532;7.707;12.510;12.236;0.003340;0.031905;;151;169
30.08.11;43;Epihytes;Primary prodcucers;;;;0.27130;-14.008;6.113;-14.008;6.113;10.943;12.673;0.003332;0.031918;;151;169
15.09.11;19;Epihytes;Primary prodcucers;;;;0.27590;-14.756;6.998;-14.756;6.998;12.189;14.770;0.003353;0.031884;;150;174
15.09.11;19;Epihytes;Primary prodcucers;;;;0.26620;-13.967;5.718;-13.967;5.718;10.123;14.024;0.003342;0.031902;;150;174
29.09.11;52;Epihytes;Primary prodcucers;;;;0.25370;-14.083;5.117;-14.083;5.117;13.581;13.985;0.003338;0.031909;;150;181
29.09.11;52;Epihytes;Primary prodcucers;;;;0.25640;-15.891;4.383;-15.891;4.383;10.741;14.678;0.003341;0.031903;;150;181
05.05.11;40;Eteone longa;Annelida ;whole individual;<20 mm;8;0.05220;-18.636;12.294;12.294;-18.636;10.111;4.346;0.005813;0.021652;0.000627;99;171
07.04.11;44;Eteone longa;Annelida ;whole individual;<30 mm;2;0.06150;-21.825;7.998;7.998;-21.825;10.941;4.479;0.004697;0.018032;0.000508;48;164
22.03.11;65;Eteone longa;Annelida ;whole individual;<18 mm;4;0.06560;-21.300;11.807;11.807;-21.300;9.405;4.744;0.005535;0.022510;0.000354;22;149
29.09.11;52;Facelina drummondi;Gastropoda ;whole individual;5 mm;1;0.05970;-19.598;12.325;12.325;-19.598;15.601;4.721;0.006175;0.024991;0.000554;150;181
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;5 - 8  mm;10;0.04470;-21.849;8.843;8.843;-21.849;12.636;5.099;0.005356;0.023408;0.000726;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;8 - 12  mm;10;0.04900;-21.436;8.110;8.110;-21.436;12.047;5.465;0.004858;0.022757;0.000606;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;8 - 12  mm;10;0.04910;-21.053;9.007;9.007;-21.053;15.946;5.645;0.004637;0.022439;0.000698;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;8 - 12  mm;10;0.04910;-21.480;8.071;8.071;-21.480;12.706;5.384;0.004594;0.021201;0.000612;71;165
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;5 - 10 mm;12;0.05090;-17.865;7.625;7.625;-17.865;14.818;8.615;0.008591;0.063436;0.000968;151;169
15.09.11;19;Gammarus locusta;Arthropoda ;whole individual;<5 mm;6;0.05100;-17.522;8.094;8.094;-17.522;16.625;5.166;0.005040;0.022316;0.000565;150;174
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;20 - 23 mm;2;0.05140;-20.445;8.959;8.959;-20.445;14.907;5.238;0.004951;0.022228;0.000636;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;15 - 18 mm;4;0.05140;-20.232;8.435;8.435;-20.232;13.307;5.781;0.004407;0.021839;0.000540;71;165
21.07.11;26;Gammarus locusta;Arthropoda ;whole individual;<10 mm;10;0.05180;-18.415;6.699;6.699;-18.415;12.806;5.168;0.004607;0.020408;0.000538;177;138
05.05.11;40;Gammarus locusta;Arthropoda ;whole individual;15 - 18 mm;4;0.05200;-20.594;7.966;7.966;-20.594;14.813;5.469;0.004188;0.019632;0.000554;99;171
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;20 - 30  mm;2;0.05230;-19.452;7.983;7.983;-19.452;13.832;5.448;0.005060;0.023631;0.000605;71;165
23.06.11;24;Gammarus locusta;Arthropoda ;whole individual;<10 mm;10;0.05230;-20.713;7.878;7.878;-20.713;2.131;4.908;0.004424;0.019704;0.000650;151;162
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;5 - 10 mm;12;0.05250;-19.683;6.688;6.688;-19.683;11.754;8.629;0.008006;0.059212;0.000642;151;169
22.03.11;65;Gammarus locusta;Arthropoda ;whole individual;<8 mm;9;0.05260;-20.766;8.885;8.885;-20.766;14.655;5.518;0.003970;0.018779;0.000523;22;149
07.04.11;44;Gammarus locusta;Arthropoda ;whole individual;<10 mm;10;0.05320;-19.062;10.017;10.017;-19.062;14.887;4.159;0.007824;0.027892;0.000650;48;164
07.07.11;23;Gammarus locusta;Arthropoda ;whole individual;<15 mm;9;0.05320;-21.411;7.525;7.525;-21.411;12.831;6.093;0.003025;0.015795;0.013802;174;152
04.08.11;18;Gammarus locusta;Arthropoda ;whole individual;<10 mm;10;0.05370;-18.827;6.628;6.628;-18.827;14.427;5.110;0.004587;0.020087;0.000532;187;137
07.07.11;23;Gammarus locusta;Arthropoda ;whole individual;<15 mm;9;0.05370;-21.345;7.910;7.910;-21.345;11.735;5.764;0.003967;0.019599;0.011552;174;152
21.07.11;26;Gammarus locusta;Arthropoda ;whole individual;<10 mm;10;0.05400;-17.780;11.566;11.566;-17.780;4.534;4.275;0.005231;0.019168;0.000581;177;138
05.05.11;40;Gammarus locusta;Arthropoda ;whole individual;15 - 18 mm;4;0.05540;-20.090;9.187;9.187;-20.090;15.351;5.392;0.004420;0.020427;0.000563;99;171
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;20 - 23 mm;2;0.05560;-19.905;9.361;9.361;-19.905;14.442;5.452;0.004113;0.019221;0.000640;71;165
19.05.11;22;Gammarus locusta;Arthropoda ;whole individual;10 - 13 mm;3;0.05620;-28.798;3.695;3.695;-28.798;5.952;;0.011938;;0.000940;120;131
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;12 - 15  mm;4;0.05620;-22.039;8.171;8.171;-22.039;13.044;5.250;0.004073;0.018332;0.000665;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;12 - 15  mm;4;0.05630;-20.242;8.974;8.974;-20.242;12.850;5.839;0.004281;0.021429;0.000586;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;5 - 8  mm;10;0.05650;-18.959;6.504;6.504;-18.959;15.256;5.126;0.004522;0.019872;0.000565;71;165
07.07.11;23;Gammarus locusta;Arthropoda ;whole individual;<25 mm;5;0.05660;-19.896;8.852;8.852;-19.896;15.147;5.335;0.003527;0.016125;0.015161;174;152
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;5 - 8  mm;10;0.05680;-22.048;7.781;7.781;-22.048;15.273;5.478;0.004054;0.019034;0.000517;71;165
19.05.11;22;Gammarus locusta;Arthropoda ;whole individual;<10 mm;5;0.05690;-18.463;8.825;8.825;-18.463;13.662;5.353;0.004968;0.022666;0.000587;120;131
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;5 - 8  mm;10;0.05690;-22.844;9.000;9.000;-22.844;9.447;4.524;0.005224;0.020259;0.014817;71;165
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;5 - 10 mm;12;0.05700;-19.758;6.915;6.915;-19.758;11.807;8.243;0.008563;0.060507;0.000724;151;169
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;<5 mm;20;0.05710;-19.124;6.656;6.656;-19.124;14.103;5.450;0.004904;0.022913;0.000616;151;169
19.05.11;22;Gammarus locusta;Arthropoda ;whole individual;15 mm;1;0.05790;-20.782;10.296;10.296;-20.782;14.975;5.323;0.003934;0.018047;0.006020;120;131
09.06.11;26;Gammarus locusta;Arthropoda ;whole individual;<10 mm;6;0.05800;-18.929;7.078;7.078;-18.929;17.338;5.049;0.004486;0.019413;0.000639;156;155
21.07.11;26;Gammarus locusta;Arthropoda ;whole individual;<10 mm;10;0.05800;-18.081;6.695;6.695;-18.081;12.582;5.058;0.004365;0.018923;0.000506;177;138
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;8 - 12  mm;10;0.05860;-21.585;8.489;8.489;-21.585;13.231;5.076;0.004382;0.019063;0.000604;71;165
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;13 - 16 mm;4;0.05870;-18.572;6.394;6.394;-18.572;14.506;5.230;0.004497;0.020158;0.000560;151;169
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;12 - 15  mm;4;0.05920;-21.145;8.175;8.175;-21.145;12.211;5.289;0.003778;0.017127;0.000515;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;5 - 8  mm;10;0.05930;-22.119;8.716;8.716;-22.119;14.771;5.200;0.004897;0.021828;0.000525;71;165
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;8 - 12  mm;10;0.05940;-21.264;8.282;8.282;-21.264;11.735;5.229;0.004718;0.021149;0.000601;71;165
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;10 - 13 mm;5;0.05960;-19.709;7.780;7.780;-19.709;13.631;5.636;0.004240;0.020484;0.000533;151;169
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;20 - 30  mm;2;0.06000;-21.650;8.658;8.658;-21.650;13.291;;;0.007830;0.006579;71;165
19.05.11;22;Gammarus locusta;Arthropoda ;whole individual;10 - 13 mm;3;0.06020;-19.196;10.343;10.343;-19.196;14.320;5.501;0.004465;0.021053;0.000605;120;131
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;5 - 8  mm;10;0.06110;-22.186;7.680;7.680;-22.186;17.558;5.489;0.004101;0.019294;0.000633;71;165
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;5 - 10 mm;12;0.06190;-19.681;6.799;6.799;-19.681;12.044;8.026;0.009284;0.063871;0.000790;151;169
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;30 mm;1;0.06240;-20.593;8.555;8.555;-20.593;12.824;5.559;0.004071;0.019398;0.000466;71;165
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;10 - 13 mm;10;0.06300;-19.653;7.264;7.264;-19.653;10.871;8.165;0.008837;0.061848;0.000748;151;169
05.05.11;40;Gammarus locusta;Arthropoda ;whole individual;10 - 15 mm;5;0.06310;-19.412;9.313;9.313;-19.412;14.094;5.779;0.003621;0.017938;0.000550;99;171
30.08.11;43;Gammarus locusta;Arthropoda ;whole individual;10 - 13 mm;10;0.06320;-19.338;7.188;7.188;-19.338;11.264;8.304;0.008571;0.061006;0.000757;151;169
23.06.11;24;Gammarus locusta;Arthropoda ;whole individual;<10 mm;10;0.06370;-20.344;10.790;10.790;-20.344;12.172;5.197;0.006806;0.028629;0.000607;151;162
21.04.11;67;Gammarus locusta;Arthropoda ;whole individual;8 - 12  mm;10;0.06670;-18.571;11.502;11.502;-18.571;13.110;4.781;0.006231;0.025535;0.000838;71;165
15.09.11;19;Gammarus locusta;Arthropoda ;whole individual;<10 mm;5;0.08010;-17.129;7.281;7.281;-17.129;15.935;5.359;0.004377;0.020102;0.000484;150;174
18.08.11;24;Gammarus locusta;Arthropoda ;whole individual;<10 mm;8;0.06140;-21.647;6.216;6.216;-21.647;14.234;5.555;0.004446;0.021169;0.000586;170;148
29.09.11;52;Gammarus locusta;Arthropoda ;whole individual;<10 mm;5;0.06940;-18.190;7.635;7.635;-18.190;16.731;5.221;0.005350;0.023942;0.000713;150;181
08.03.11;50;Gammarus oceanicus;Arthropoda ;whole individual;<12 mm;4;0.05050;-19.050;8.485;8.485;-19.050;16.972;4.521;0.005697;0.022076;0.000642;12;132
08.03.11;50;Gammarus oceanicus;Arthropoda ;whole individual;<12 mm;4;0.05410;-22.903;7.420;7.420;-22.903;14.289;4.534;0.006092;0.023675;0.000928;12;132
08.03.11;50;Gammarus oceanicus;Arthropoda ;whole individual;<12 mm;4;0.05780;-15.987;11.893;11.893;-15.987;10.062;4.388;0.005544;0.020851;0.000552;12;132
09.06.11;26;Gasterosteus aculeatus;Fish ;muscle tissue;<25 mm;3;0.04530;-21.486;13.436;13.436;-21.486;16.594;4.594;0.005098;0.020076;0.012798;156;155
07.07.11;23;Gasterosteus aculeatus;Fish ;muscle tissue;43 mm;1;0.05130;-21.594;10.585;10.585;-21.594;13.575;5.199;0.004824;0.021498;0.011638;174;152
19.05.11;22;Gasterosteus aculeatus;Fish ;muscle tissue;51 mm;1;0.05240;-24.287;11.808;11.808;-24.287;15.499;6.621;0.005044;0.028625;0.000465;120;131
30.08.11;43;Gasterosteus aculeatus;Fish ;muscle tissue;<35 mm;3;0.05290;-21.459;12.187;12.187;-21.459;18.395;5.080;0.006622;0.028836;0.000756;151;169
19.05.11;22;Gasterosteus aculeatus;Fish ;muscle tissue;49 mm;1;0.05420;-22.827;12.776;12.776;-22.827;17.149;5.350;0.006034;0.027671;0.000613;120;131
07.07.11;23;Gasterosteus aculeatus;Fish ;muscle tissue;52 mm;1;0.05440;-19.966;10.421;10.421;-19.966;14.789;6.884;0.004701;0.027735;0.000463;174;152
05.05.11;40;Gasterosteus aculeatus;Fish ;muscle tissue;<30 mm;3;0.05550;-23.945;11.444;11.444;-23.945;17.695;5.829;0.005681;0.028383;0.000729;99;171
07.07.11;23;Gasterosteus aculeatus;Fish ;muscle tissue;55 mm;1;0.05760;-19.127;10.271;10.271;-19.127;18.548;4.823;0.005531;0.022865;0.000787;174;152
22.03.11;65;Gasterosteus aculeatus;Fish ;muscle tissue;59 mm;1;0.05890;-21.380;12.823;12.823;-21.380;16.847;4.432;0.007116;0.027034;0.000740;22;149
15.09.11;19;Gasterosteus aculeatus;Fish ;muscle tissue;<33 mm;3;0.08550;-20.474;13.494;13.494;-20.474;17.687;4.654;0.006319;0.025206;0.000591;150;174
29.09.11;52;Gasterosteus aculeatus;Fish ;muscle tissue;53 mm;1;0.06730;-22.922;12.838;12.838;-22.922;18.551;8.215;0.007195;0.050660;0.000935;150;181
21.04.11;67;Gattyana cirrhosa;Annelida ;whole individual;<10 mm;12;0.04340;-19.845;10.836;10.836;-19.845;11.212;;;0.009787;0.007012;71;165
07.04.11;44;Gattyana cirrhosa;Annelida ;whole individual;20 mm;1;0.04980;-19.268;12.684;12.684;-19.268;12.617;;;0.009918;0.006985;48;164
21.04.11;67;Gattyana cirrhosa;Annelida ;whole individual;<10 mm;10;0.05400;-20.892;9.070;9.070;-20.892;13.762;4.338;0.005637;0.020961;0.000963;71;165
15.09.11;19;Gattyana cirrhosa;Annelida ;whole individual;<12 mm;6;0.05750;-19.370;9.630;9.630;-19.370;15.326;4.447;0.006219;0.023702;0.000673;150;174
30.08.11;43;Gattyana cirrhosa;Annelida ;whole individual;<10 mm;7;0.06190;-19.475;9.264;9.264;-19.475;14.272;4.824;0.005643;0.023334;0.000655;151;169
07.04.11;44;Gattyana cirrhosa;Annelida ;whole individual;<10 mm;3;0.06370;-20.022;11.968;11.968;-20.022;12.434;5.042;0.007741;0.033456;0.000822;48;164
29.09.11;52;Gattyana cirrhosa;Annelida ;whole individual;<15 mm;2;0.06100;-19.141;10.249;10.249;-19.141;14.743;4.404;0.006867;0.025921;0.000712;150;181
09.06.11;26;Gobiusculus flavescens;Fish ;muscle tissue;44 mm;1;0.03960;-19.948;13.253;13.253;-19.948;15.169;3.988;0.005753;0.019666;0.000484;156;155
05.05.11;40;Gobiusculus flavescens;Fish ;muscle tissue;<34 mm;3;0.05300;-23.975;10.629;10.629;-23.975;15.405;5.817;0.005540;0.027623;0.000574;99;171
30.08.11;43;Gobiusculus flavescens;Fish ;muscle tissue;<31 mm;3;0.05400;-20.620;12.078;12.078;-20.620;17.894;4.200;0.008906;0.032066;0.000815;151;169
15.09.11;19;Gobiusculus flavescens;Fish ;muscle tissue;53 mm;1;0.05410;-19.908;8.968;8.968;-19.908;18.442;6.994;0.002319;0.013901;0.001055;150;174
15.09.11;19;Gobiusculus flavescens;Fish ;muscle tissue;51 mm;1;0.05800;-16.023;11.524;11.524;-16.023;9.361;3.764;0.009453;0.030500;0.000796;150;174
29.09.11;52;Gobiusculus flavescens;Fish ;muscle tissue;58 mm;1;0.05350;-20.123;12.482;12.482;-20.123;18.611;4.060;0.008109;0.028222;0.000805;150;181
29.09.11;52;Gobiusculus flavescens;Fish ;muscle tissue;49 mm;1;0.05600;-20.088;12.556;12.556;-20.088;18.462;4.234;0.007068;0.025650;0.000790;150;181
15.09.11;19;Halichondria panicea;Porifera ;whole individual;41 mm;1;0.04960;-21.290;7.951;7.951;-21.290;16.736;6.784;0.001625;0.009447;0.000408;150;174
21.04.11;67;Halichondria panicea;Porifera ;whole individual;34 mm;1;0.05220;-25.144;6.052;6.052;-25.144;15.171;6.519;0.002126;0.011883;0.000478;71;165
21.04.11;67;Halichondria panicea;Porifera ;whole individual;45 mm;1;0.05250;-20.675;5.504;5.504;-20.675;16.523;5.883;0.001491;0.007516;0.009345;71;165
21.04.11;67;Halichondria panicea;Porifera ;whole individual;58 mm;1;0.05670;-24.472;8.028;8.028;-24.472;14.634;6.284;0.002188;0.011786;0.000443;71;165
30.08.11;43;Halichondria panicea;Porifera ;whole individual;49 mm;1;0.05890;-18.566;10.090;10.090;-18.566;15.211;7.910;0.010123;0.068628;0.001206;151;169
29.09.11;52;Halichondria panicea;Porifera ;whole individual;53 mm;1;0.05090;-20.236;9.136;9.136;-20.236;17.634;6.082;0.002036;0.010615;0.000588;150;181
